city,location_lat,location_lng,numberOfGuests,minNights,bedroomLabel,bedLabel,bathroomLabel,stars,pricing,roomType_entire_home,roomType_hotel_room,roomType_private_room,roomType_shared_room,zipcode,district_index
Şişli,41.06987,29.00097,2,1,1.0,2.0,1.0,4.29,100000.0,0,0,1,0,34360,54.677
Beyoğlu,41.02427,28.9707,4,1,2.0,2.0,1.0,4.6,119055.0,1,0,0,0,34421,60.000
Şişli,41.07006305,28.99121049,4,5,2.0,2.0,1.0,5.0,160714.0,1,0,0,0,34360,54.677
Silivri,41.049,28.053,4,2,2.0,4.0,2.0,4.42,1800.0,1,0,0,0,34582,29.062
Silivri,41.08174,28.06274,4,1,1.0,1.0,1.0,4.83,1821.0,1,0,0,0,34582,29.062
,41.03546664,28.67984179,4,3,1.0,1.0,1.0,5.0,999999.0,1,0,0,0,34510.0,
Silivri,41.075,28.15,6,2,3.0,3.0,2.0,4.78,,1,0,0,0,34582,29.062
Silivri,41.059,28.087,6,4,3.0,4.0,3.0,4.67,,1,0,0,0,34582,29.062
Esenler,41.06096,28.09296,7,4,3.0,7.0,3.0,4.67,,1,0,0,0,34230,33.871
Silivri,41.06988,28.13555,2,100,1.0,1.0,1.0,4.75,,0,0,1,0,34582,29.062
Marmaraereğlisi,41.0564,27.82831,8,3,4.0,0.0,3.0,3.0,,1,0,0,0,,
Silivri,41.09999875,28.06912699,8,101,3.0,6.0,3.0,4.0,,1,0,0,0,34582,29.062
Silivri,41.06227,28.10402,8,2,4.0,4.0,2.0,4.6,,1,0,0,0,34582,29.062
Silivri,41.063,28.105,8,2,4.0,3.0,3.0,4.95,,1,0,0,0,34582,29.062
Silivri,41.0606,28.10468,16,2,5.0,0.0,5.0,4.78,,1,0,0,0,34582,29.062
Silivri,41.06113,28.10574,8,1,5.0,6.0,4.0,5.0,,1,0,0,0,34582,29.062
Fatih,41.005,28.977,4,2,1.0,3.0,1.0,4.42,4638.0,0,0,1,0,34096,32.000
Fatih,41.00719,28.97706,4,2,1.0,3.0,1.0,4.75,2675.0,1,0,0,0,34096,32.000
"Sultanahmet, Istanbul",41.00585,28.97604,9,1,3.0,5.0,1.0,4.64,3684.0,1,0,0,0,34122.0,
Fatih,41.006,28.964,3,1,1.0,2.0,1.0,4.57,1709.0,0,0,1,0,34096,32.000
Sultanahmet Fatih,41.00592,28.9752,4,2,2.0,3.0,1.0,4.73,2436.0,1,0,0,0,34122.0,
Fatih,41.00614,28.97491,4,2,1.0,3.0,1.0,4.6,2729.0,1,0,0,0,34096,32.000
İstanbul,41.00504,28.9768,3,2,1.0,1.0,1.0,4.71,1709.0,0,0,1,0,34122.0,
Istanbul,41.006,28.975,1,1,1.0,1.0,2.0,4.67,650.0,0,0,1,0,34122.0,
Fatih,41.00589,28.96416,2,110,1.0,1.0,1.0,4.85,2252.0,1,0,0,0,34096,32.000
Fatih,41.00232,28.97625,2,1,1.0,1.0,1.0,4.2,1884.0,1,0,0,0,34096,32.000
Fatih,41.00203,28.97781,6,2,2.0,4.0,1.0,4.91,4932.0,1,0,0,0,34096,32.000
Fatih,41.00257,28.97871,3,2,2.0,4.0,1.0,4.82,1510.0,1,0,0,0,34096,32.000
Fatih,41.002383,28.98003224,2,1,1.0,1.0,1.0,4.71,1660.0,0,1,0,0,34096,32.000
Fatih,41.00227,28.97603,1,1,1.0,0.0,1.0,4.85,2093.0,0,0,1,0,34096,32.000
Istanbul,41.00252,28.97647,2,1,1.0,1.0,1.0,4.75,1918.0,0,0,1,0,34122.0,
Fatih,41.00245,28.97883,4,3,2.0,3.0,1.0,5.0,3084.0,1,0,0,0,34096,32.000
Fatih,41.00234,28.97982,3,2,1.0,2.0,1.0,4.81,2760.0,1,0,0,0,34096,32.000
Fatih,41.00204,28.97673,2,3,1.0,1.0,1.0,4.82,937.0,0,0,1,0,34096,32.000
Fatih,41.00261252,28.97789556,5,1,1.0,4.0,1.0,4.09,3637.0,1,0,0,0,34096,32.000
Fatih,41.00211,28.97858,4,3,2.0,4.0,1.0,3.43,1284.0,1,0,0,0,34096,32.000
Fatih,41.00226,28.97878,3,3,1.0,2.0,1.0,4.0,1220.0,1,0,0,0,34096,32.000
Fatih,41.00211,28.97549,3,1,1.0,1.0,1.0,4.33,,1,0,0,0,34096,32.000
Fatih,41.00259038,28.97870885,3,2,2.0,2.0,1.0,3.33,1220.0,1,0,0,0,34096,32.000
Fatih,41.00206,28.97701,2,3,1.0,1.0,1.0,3.96,1541.0,1,0,0,0,34096,32.000
Fatih,41.00237,28.97916,7,1,3.0,5.0,1.0,4.25,15000.0,1,0,0,0,34096,32.000
Istanbul,41.00214,28.97703,5,1,2.0,3.0,1.0,4.4,2800.0,1,0,0,0,34122.0,
Fatih,41.00216,28.97566,4,1,1.0,0.0,1.0,3.5,2500.0,0,0,1,0,34096,32.000
Fatih,41.00244,28.97668,1,3,1.0,0.0,1.0,3.6,867.0,1,0,0,0,34096,32.000
Fatih,41.00237,28.97904,1,1,1.0,1.0,1.0,4.5,867.0,1,0,0,0,34096,32.000
Fatih,41.00263,28.97905,5,2,2.0,0.0,1.0,4.53,2087.0,1,0,0,0,34096,32.000
Fatih,41.0025,28.97557,2,2,1.0,1.0,1.0,4.54,1649.0,1,0,0,0,34096,32.000
Fatih,41.00226,28.97528,2,2,1.0,1.0,1.0,5.0,1294.0,0,0,1,0,34096,32.000
Fatih,41.00247,28.97819,2,1,1.0,1.0,1.0,3.95,1114.0,0,0,1,0,34096,32.000
Fatih,41.00245,28.97616,2,1,1.0,2.0,1.0,4.5,3286.0,0,0,1,0,34096,32.000
Fatih,41.00257,28.97888,2,3,1.0,1.0,1.0,4.38,1027.0,1,0,0,0,34096,32.000
Fatih,41.00232,28.97664,2,2,,4.0,1.0,4.85,1096.0,1,0,0,0,34096,32.000
Fatih,41.00217,28.97624,1,2,1.0,1.0,1.0,4.33,1151.0,0,0,1,0,34096,32.000
Sultanahmet,41.00253,28.97621,2,1,1.0,1.0,1.0,4.8,1918.0,0,1,0,0,34122.0,
Fatih,41.00606,28.96976,2,2,1.0,1.0,1.0,4.17,,0,0,1,0,34096,32.000
İstanbul,41.11908,29.1463,9,7,7.0,10.0,6.0,4.5,65000.0,1,0,0,0,34800.0,
Beyoğlu,41.033,28.986,4,2,2.0,2.0,1.0,4.86,80272.0,1,0,0,0,34421,60.000
Beyoğlu,41.03047,28.98256,2,2,1.0,1.0,1.0,4.95,80272.0,1,0,0,0,34421,60.000
Kartal,40.89597,29.17117,4,1,1.0,1.0,1.0,4.45,50000.0,1,0,0,0,34862,43.030
Ümraniye,41.01595,29.08823,2,1,2.0,2.0,1.0,4.67,57143.0,0,0,1,0,34773,40.888
Beyoğlu,41.02603,28.96975,2,1,1.0,1.0,1.0,4.36,51379.0,0,0,1,0,34421,60.000
Kartal,40.89766,29.1725,2,1,1.0,1.0,1.0,4.75,50000.0,1,0,0,0,34862,43.030
Beyoğlu,41.02772,28.97072,2,1,1.0,1.0,1.0,4.65,51329.0,0,0,1,0,34421,60.000
Beyoğlu,41.037,28.977,2,365,1.0,1.0,1.0,3.75,70000.0,1,0,0,0,34421,60.000
Büyükada,40.8732,29.12933,2,10,1.0,2.0,1.0,4.75,50000.0,0,0,1,0,34970.0,
Beyoğlu,41.02435155,28.97604546,16,3,12.0,0.0,6.0,5.0,68391.0,1,0,0,0,34421,60.000
Üsküdar,41.02,29.032,2,1,1.0,2.0,1.0,4.82,50000.0,1,0,0,0,34660,61.428 
Beyoğlu,41.03064,28.97341,4,3,1.0,2.0,1.0,4.0,41851.0,1,0,0,0,34421,60.000
Beykoz,41.0621,29.15974,16,1,6.0,0.0,8.0,4.93,43345.0,1,0,0,0,34810,72.222
Fatih,41.01241,28.94108,6,1,2.0,5.0,2.0,4.93,32109.0,1,0,0,0,34096,32.000
Üsküdar,41.005,29.071,6,7,2.0,4.0,2.0,5.0,14449.0,1,0,0,0,34660,61.428 
Öğümce,41.152,29.264,13,1,5.0,9.0,3.0,4.87,22476.0,0,0,1,0,34829.0,
Istanbul,41.03049,28.97649,10,101,5.0,7.0,3.0,4.89,17100.0,1,0,0,0,34433.0,
Beyoğlu,41.03038,28.9748,9,3,4.0,5.0,3.0,4.75,14399.0,1,0,0,0,34421,60.000
Kadıllı,40.9288,29.47844,14,1,5.0,6.0,4.0,4.96,15000.0,1,0,0,0,,
Silivri,41.12561,28.32085,12,2,4.0,6.0,3.0,4.96,12898.0,1,0,0,0,34582,29.062
Üsküdar,41.05747,29.06511,10,2,4.0,5.0,6.0,4.76,19816.0,1,0,0,0,34660,61.428 
Beyoğlu,41.03695226,28.98110927,16,101,5.0,8.0,3.0,5.0,19929.0,1,0,0,0,34421,60.000
Kâğıthane,41.08533,28.97262,3,7,1.0,0.0,1.0,4.75,28898.0,1,0,0,0,34406.0,
Istanbul,41.051,28.994,6,3,3.0,3.0,2.0,5.0,13550.0,1,0,0,0,34365.0,
Beyoğlu,41.02816,28.97182,12,3,4.0,4.0,3.0,4.33,20776.0,1,0,0,0,34421,60.000
Beyoğlu,41.026,28.977,6,2,2.0,2.0,1.0,4.9,18090.0,1,0,0,0,34421,60.000
Fatih,41.003,28.973,16,1,7.0,10.0,7.0,5.0,20975.0,0,0,1,0,34096,32.000
Beyoğlu,41.03525,28.97907,10,2,4.0,6.0,2.0,4.63,14449.0,1,0,0,0,34421,60.000
Beyoğlu,41.0372,28.97679,2,2,,1.0,1.0,4.5,16054.0,1,0,0,0,34421,60.000
Adalar,40.8719,29.13376,10,3,6.0,14.0,6.0,4.75,15644.0,1,0,0,0,34975,68.133
Beşiktaş,41.04610887,29.00507187,4,100,1.0,1.0,1.0,5.0,13651.0,0,0,1,0,34353,88.235
Gebze,40.935,29.52,10,1,3.0,9.0,4.0,4.8,13500.0,1,0,0,0,,
Eyüpsultan,41.08506,28.94293,12,360,4.0,0.0,2.0,5.0,14786.0,1,0,0,0,34060, 45.000
Beyoğlu,41.033,28.988,4,105,2.0,0.0,1.0,4.9,16054.0,1,0,0,0,34421,60.000
Beyoğlu,41.025,28.979,3,3,1.0,1.0,1.0,4.92,16054.0,1,0,0,0,34421,60.000
Beyoğlu,41.0275,28.96991,14,3,6.0,6.0,4.0,5.0,13950.0,1,0,0,0,34421,60.000
Beyoğlu,41.03299085,28.98371597,16,2,6.0,9.0,4.0,4.67,20925.0,1,0,0,0,34421,60.000
Büyükçekmece,41.03594,28.50749,10,2,5.0,8.0,3.0,4.67,22669.0,1,0,0,0,34500,36.250
Beyoğlu,41.04019711,28.98209903,16,3,9.0,13.0,4.0,4.38,20925.0,1,0,0,0,34421,60.000
Fatih,41.00531,28.98194,16,1,7.0,12.0,7.0,4.4,23541.0,0,0,1,0,34096,32.000
Beyoğlu,41.0347,28.97885,2,1,1.0,1.0,1.0,4.33,16391.0,1,0,0,0,34421,60.000
Sarıyer,41.17848,29.06484,8,1,3.0,4.0,1.0,5.0,20000.0,1,0,0,0,34396,103.881
Şişli,41.06384,28.98794,5,1,2.0,3.0,1.0,4.67,16391.0,1,0,0,0,34360,54.677
Beyoğlu,41.02558,28.97384,12,3,4.0,6.0,3.0,5.0,24064.0,1,0,0,0,34421,60.000
Tuzla,40.96102,29.40205,8,1,3.0,4.0,1.0,4.58,18333.0,0,0,1,0,34959,34959
Beyoğlu,41.03793,28.99134,8,2,4.0,6.0,2.0,4.44,15520.0,1,0,0,0,34421,60.000
Fatih,41.0052,28.98052,2,3,1.0,0.0,1.0,5.0,17438.0,0,0,1,0,34096,32.000
Şile,41.13432,29.6866,10,3,5.0,7.0,3.0,3.67,20000.0,1,0,0,0,34990,54.677
Beyoğlu,41.03294,28.98461,5,5,2.0,5.0,1.0,5.0,24770.0,1,0,0,0,34421,60.000
Beyoğlu,41.02567,28.97594,8,3,2.0,4.0,2.0,5.0,13601.0,1,0,0,0,34421,60.000
Bayrampaşa,41.037,28.912,5,2,1.0,3.0,2.0,4.14,17660.0,1,0,0,0,34035,35.536
Fatih,41.00624,28.98049,2,3,1.0,1.0,1.0,4.94,17438.0,0,0,1,0,34096,32.000
Şişli,41.05433,28.98794,5,5,3.0,5.0,2.0,4.2,18310.0,1,0,0,0,34360,54.677
Beyoğlu,41.02604,28.97529,12,3,5.0,5.0,2.0,4.59,13701.0,1,0,0,0,34421,60.000
Beyoğlu,41.024,28.971,16,2,8.0,10.0,3.0,5.0,23890.0,1,0,0,0,34421,60.000
Beyoğlu,41.03498,28.98145,14,3,5.0,9.0,5.0,5.0,16986.0,1,0,0,0,34421,60.000
Beyoğlu,41.03759,28.97849,2,2,1.0,1.0,1.0,4.53,16054.0,1,0,0,0,34421,60.000
Beyoğlu,41.025,28.978,6,1,1.0,1.0,1.0,4.88,13233.0,1,0,0,0,34421,60.000
Beyoğlu,41.03521,28.97923,9,2,4.0,6.0,2.0,4.8,14449.0,1,0,0,0,34421,60.000
Büyükçekmece,41.05387867,28.48973172,10,2,5.0,5.0,3.0,4.8,22669.0,1,0,0,0,34500,36.250
Beyoğlu,41.036,28.977,2,2,1.0,1.0,1.0,4.76,16054.0,1,0,0,0,34421,60.000
Fatih,41.003,28.976,6,1,2.0,4.0,2.0,4.2,17438.0,0,0,1,0,34096,32.000
İstanbul,41.00485,28.96918,4,2,1.0,2.0,1.0,4.76,13452.0,1,0,0,0,34126.0,
Beyoğlu,41.04,28.976,6,1,2.0,2.0,2.0,5.0,16857.0,1,0,0,0,34421,60.000
Beyoğlu,41.032,28.986,8,3,3.0,5.0,2.0,5.0,13552.0,1,0,0,0,34421,60.000
Şişli,41.07296,28.99885,5,1,3.0,4.0,1.0,4.92,18000.0,1,0,0,0,34360,54.677
Sarıyer,41.1106,29.01724,9,5,4.0,7.0,2.0,5.0,12954.0,1,0,0,0,34396,103.881
Şişli,41.05187,28.99184,5,1,2.0,2.0,1.0,4.64,13706.0,1,0,0,0,34360,54.677
Sarıyer,41.11949,29.00841,4,3,2.0,2.0,2.0,5.0,16043.0,1,0,0,0,34396,103.881
İstanbul,41.003,28.968,16,3,10.0,16.0,10.0,4.57,19147.0,1,0,0,0,34126.0,
Beykoz,41.136,29.136,7,7,4.0,4.0,2.0,5.0,15000.0,1,0,0,0,34810,72.222
Beyoğlu,41.02620855,28.97544976,16,3,6.0,6.0,4.0,5.0,23994.0,1,0,0,0,34421,60.000
Fatih,41.00529,28.9709,3,1,1.0,2.0,1.0,4.67,15485.0,1,0,0,0,34096,32.000
Üsküdar,41.02174,29.00982,3,1,2.0,2.0,2.0,4.23,16391.0,1,0,0,0,34660,61.428 
Beyoğlu,41.02416,28.97467,16,3,7.0,7.0,3.0,4.75,19879.0,1,0,0,0,34421,60.000
Sarıyer,41.11172,29.01541,10,2,5.0,0.0,3.0,5.0,18634.0,1,0,0,0,34396,103.881
Beyoğlu,41.03349,28.97575,2,1,1.0,1.0,1.0,4.5,17725.0,1,0,0,0,34421,60.000
Polonez,41.11778,29.21997,4,999,2.0,2.0,2.0,4.8,12915.0,1,0,0,0,34829.0,
Beşiktaş,41.06502,29.02732,6,1,4.0,4.0,2.0,4.14,26544.0,1,0,0,0,34353,88.235
Şile,41.175,29.61,8,1,4.0,6.0,4.0,4.67,16429.0,1,0,0,0,34990,54.677
Beyoğlu,41.0359,28.97856,2,2,1.0,1.0,1.0,4.53,16054.0,1,0,0,0,34421,60.000
Beyoğlu,41.03181,28.97775,2,1,1.0,1.0,1.0,5.0,17725.0,1,0,0,0,34421,60.000
Beşiktaş,41.065,29.038,5,365,2.0,2.0,1.0,5.0,17500.0,1,0,0,0,34353,88.235
Şile,41.151,29.698,11,1,6.0,6.0,2.0,4.38,18500.0,1,0,0,0,34990,54.677
Şile,41.17,29.63,5,2,3.0,5.0,3.0,5.0,20618.0,1,0,0,0,34990,54.677
Şile,41.14079,29.597,8,1,4.0,5.0,3.0,4.8,13201.0,1,0,0,0,34990,54.677
Beşiktaş,41.07449,29.03779,6,2,3.0,3.0,2.0,4.69,13990.0,1,0,0,0,34353,88.235
Beyoğlu,41.02582921,28.97420255,16,3,7.0,7.0,4.0,5.0,21184.0,1,0,0,0,34421,60.000
Beyoğlu,41.03773,28.97788,2,2,1.0,1.0,1.0,4.4,15596.0,1,0,0,0,34421,60.000
Sarıyer,41.16413,29.03931,6,7,3.0,3.0,3.0,5.0,15694.0,1,0,0,0,34396,103.881
Fatih,40.994,28.928,11,3,4.0,6.0,3.0,4.5,22669.0,1,0,0,0,34096,32.000
Şişli,41.066,28.98,10,1,4.0,4.0,3.0,4.8,14449.0,1,0,0,0,34360,54.677
Beşiktaş,41.07718,29.02677,8,3,4.0,4.0,3.0,5.0,13394.0,1,0,0,0,34353,88.235
Şile,41.16363,29.60345,12,3,5.0,8.0,3.0,5.0,16441.0,1,0,0,0,34990,54.677
Beyoğlu,41.02559577,28.97402218,16,2,9.0,9.0,5.0,3.67,44431.0,1,0,0,0,34421,60.000
Sarıyer,41.0937034,29.05448089,4,28,3.0,0.0,1.0,5.0,14642.0,1,0,0,0,34396,103.881
Fatih,41.00784,28.97252,12,1,5.0,11.0,4.0,5.0,19182.0,0,0,1,0,34096,32.000
Kadıllı,40.928,29.482,12,1,5.0,8.0,3.0,4.78,12722.0,1,0,0,0,,
Beyoğlu,41.03537,28.98033,4,2,4.0,5.0,2.0,4.8,14449.0,1,0,0,0,34421,60.000
Beyoğlu,41.026,28.977,8,2,4.0,4.0,4.0,4.8,14807.0,1,0,0,0,34421,60.000
Büyükçekmece,41.06094061,28.42990144,10,2,9.0,15.0,6.0,5.0,20286.0,1,0,0,0,34500,36.250
Beyoğlu,41.03037,28.98281,10,3,6.0,6.0,2.0,4.62,15445.0,1,0,0,0,34421,60.000
Beykoz,41.08947,29.07306,12,1,4.0,6.0,4.0,4.78,15366.0,1,0,0,0,34810,72.222
Fatih,41.00433,28.97424,6,2,3.0,0.0,3.0,5.0,15868.0,1,0,0,0,34096,32.000
Beykoz,41.14492,29.1614,8,2,4.0,5.0,3.0,5.0,19429.0,1,0,0,0,34810,72.222
Beyoğlu,41.02813,28.97364,8,1,3.0,3.0,1.0,4.81,23788.0,1,0,0,0,34421,60.000
Şile,41.15692,29.7573,8,1,4.0,0.0,3.0,4.81,14693.0,1,0,0,0,34990,54.677
Beşiktaş,41.0778,29.04259,6,3,3.0,3.0,2.0,5.0,16000.0,1,0,0,0,34353,88.235
Beyoğlu,41.02757,28.97374,14,5,6.0,6.0,4.0,5.0,15021.0,1,0,0,0,34421,60.000
Beyoğlu,41.02951,28.974,15,3,6.0,8.0,3.0,4.98,20334.0,1,0,0,0,34421,60.000
Beyoğlu,41.031,28.985,8,3,4.0,4.0,2.0,4.71,17438.0,1,0,0,0,34421,60.000
Sarıyer,41.10185,29.05417,6,1,3.0,4.0,2.0,4.67,13427.0,1,0,0,0,34396,103.881
Beşiktaş,41.0534,29.02732,9,3,4.0,5.0,3.0,4.59,14626.0,1,0,0,0,34353,88.235
Beyoğlu,41.03802827,28.97385966,2,1,1.0,1.0,1.0,4.8,13295.0,1,0,0,0,34421,60.000
Beyoğlu,41.03713153,28.9831057,16,101,8.0,12.0,4.0,4.82,20392.0,1,0,0,0,34421,60.000
Beyoğlu,41.032,28.988,12,2,6.0,6.0,3.0,4.39,14343.0,1,0,0,0,34421,60.000
Fatih,41.01266377,28.94280708,6,1,2.0,5.0,2.0,4.58,32109.0,1,0,0,0,34096,32.000
Şile,41.085,29.51567,10,4,6.0,6.0,3.0,4.86,22863.0,1,0,0,0,34990,54.677
Üsküdar,41.05831,29.06207,10,2,4.0,5.0,4.0,4.68,21100.0,1,0,0,0,34660,61.428 
Şile,41.15474733,29.61602733,6,2,3.0,3.0,3.0,5.0,13500.0,1,0,0,0,34990,54.677
Fatih,41.01228347,28.94288665,6,1,2.0,5.0,2.0,4.92,27999.0,1,0,0,0,34096,32.000
Silivri,41.11786,28.27492,8,2,4.0,5.0,2.0,5.0,15000.0,1,0,0,0,34582,29.062
Beşiktaş,41.055,29.027,4,3,2.0,2.0,2.0,4.8,13651.0,1,0,0,0,34353,88.235
Beyoğlu,41.02688,28.97496,7,3,3.0,4.0,2.0,5.0,16077.0,1,0,0,0,34421,60.000
Darıca,40.77363,29.35327,8,2,5.0,5.0,5.0,4.8,12844.0,1,0,0,0,41700.0,
Eyüp,41.1803,28.91615,6,4,3.0,4.0,2.0,4.91,17438.0,1,0,0,0,34075.0,
Istanbul,41.028,28.976,12,4,5.0,6.0,3.0,4.95,17403.0,1,0,0,0,34421.0,
Fatih,41.00716,28.98188,9,3,5.0,0.0,5.0,5.0,19147.0,1,0,0,0,34096,32.000
Beyoğlu,41.02612993,28.97547045,16,2,6.0,14.0,4.0,5.0,24164.0,1,0,0,0,34421,60.000
Fatih,41.0145417,28.94131057,3,1,2.0,3.0,1.0,4.86,32109.0,1,0,0,0,34096,32.000
Kandıra,40.98269,29.89115,12,1,4.0,7.0,3.0,5.0,14283.0,1,0,0,0,,
Istanbul,41.04334,29.05588,16,1,,0.0,1.0,4.98,25000.0,1,0,0,0,34680.0,
Sarıyer,41.1978,29.01537,8,4,4.0,7.0,4.0,4.78,18071.0,1,0,0,0,34396,103.881
Şile,41.15884017,29.75884706,9,1,5.0,5.0,3.0,4.87,13429.0,1,0,0,0,34990,54.677
Beyoğlu,41.03033,28.97896,11,1,5.0,6.0,5.0,4.96,17218.0,1,0,0,0,34421,60.000
Fatih,41.03351,28.94479,4,1,1.0,0.0,1.0,5.0,34875.0,1,0,0,0,34096,32.000
Beyoğlu,41.024,28.974,5,1,1.0,4.0,2.0,4.96,15457.0,1,0,0,0,34421,60.000
Taksim,41.03143,28.98799,8,14,3.0,3.0,1.0,4.9,14149.0,1,0,0,0,34427.0,
Büyükçekmece,41.05308308,28.49792719,10,2,7.0,7.0,7.0,5.0,20000.0,1,0,0,0,34500,36.250
Beyoğlu,41.031,28.98,13,1,5.0,7.0,4.0,5.0,18531.0,1,0,0,0,34421,60.000
Şişli,41.05562,28.98034,6,1,2.0,4.0,2.0,4.68,14059.0,1,0,0,0,34360,54.677
Beyoğlu,41.03196154,28.98616823,7,3,3.0,3.0,2.0,5.0,13417.0,1,0,0,0,34421,60.000
Beyoğlu,41.037,28.994,10,2,4.0,4.0,2.0,4.88,14105.0,1,0,0,0,34421,60.000
Beyoğlu,41.0269832,28.9772788,14,1,7.0,7.0,6.0,4.7,28898.0,1,0,0,0,34421,60.000
Büyükçekmece,41.011,28.556,10,3,5.0,9.0,4.0,4.85,13513.0,1,0,0,0,34500,36.250
Beyoğlu,41.03044,28.97539,4,5,1.0,2.0,1.0,4.75,41851.0,1,0,0,0,34421,60.000
Sarıyer,41.08824,29.05682,12,101,6.0,0.0,3.0,5.0,17263.0,1,0,0,0,34396,103.881
Fatih,41.01240792,28.94163357,6,1,2.0,5.0,2.0,4.95,32109.0,1,0,0,0,34096,32.000
Beşiktaş,41.055,29.0279,8,3,4.0,5.0,4.0,4.84,16022.0,1,0,0,0,34353,88.235
Beyoğlu,41.032,28.987,8,3,3.0,5.0,2.0,4.91,21134.0,1,0,0,0,34421,60.000
Beyoğlu,41.02869574,28.98648188,6,2,2.0,4.0,1.0,4.97,12706.0,1,0,0,0,34421,60.000
Bakırköy,40.976,28.879,8,2,4.0,4.0,4.0,4.92,13850.0,1,0,0,0,34158,76.219
Beyoğlu,41.037,28.992,6,2,3.0,3.0,2.0,5.0,19694.0,1,0,0,0,34421,60.000
Beyoğlu,41.02937,28.98324,8,3,3.0,4.0,2.0,4.88,15802.0,1,0,0,0,34421,60.000
Beyoğlu,41.02925,28.97461,4,3,1.0,2.0,2.0,4.99,12500.0,1,0,0,0,34421,60.000
Fatih,41.005,28.969,2,1,1.0,0.0,1.0,4.82,34343.0,1,0,0,0,34096,32.000
İstanbul,41.18548,28.40571,11,3,6.0,7.0,2.0,4.2,45000.0,1,0,0,0,34540.0,
Eyüpsultan,41.084,28.942,6,360,2.0,4.0,1.0,4.87,49286.0,1,0,0,0,34060, 45.000
Beyoğlu,41.025,28.972,16,1,1.0,0.0,1.0,5.0,24999.0,1,0,0,0,34421,60.000
Beşiktaş,41.042,28.999,8,2,3.0,4.0,1.0,4.89,29644.0,1,0,0,0,34353,88.235
Beyoğlu,41.02808,28.97374,4,3,1.0,2.0,1.0,5.0,41851.0,0,0,1,0,34421,60.000
Şişli,41.07359503,29.01154262,4,2,2.0,3.0,2.0,5.0,26157.0,1,0,0,0,34360,54.677
Adalar,40.86432,29.13267,14,1,8.0,16.0,7.0,4.89,33576.0,1,0,0,0,34975,68.133
Beyoğlu,41.02813,28.9781,14,2,6.0,8.0,4.0,5.0,44760.0,1,0,0,0,34421,60.000
Beyoğlu,41.03561,28.99409,6,4,2.0,2.0,2.0,4.94,25655.0,1,0,0,0,34421,60.000
Beyoğlu,41.02537,28.9766,16,101,12.0,0.0,12.0,5.0,26336.0,1,0,0,0,34421,60.000
Fatih,41.00401,28.9758,16,1,5.0,10.0,3.0,3.67,12954.0,1,0,0,0,34096,32.000
Fatih,41.00549548,28.97237549,7,1,3.0,5.0,1.0,4.86,6297.0,1,0,0,0,34096,32.000
Fatih,41.00483716,28.97879697,6,2,3.0,0.0,3.0,4.91,8106.0,1,0,0,0,34096,32.000
İstanbul binbirdirek mh. dizdariye cesme sokak. No.45,41.0054,28.97021,6,3,2.0,4.0,1.0,4.89,6626.0,1,0,0,0,34126.0,
Beyoğlu,41.03035,28.98931,6,3,3.0,4.0,3.0,4.94,11238.0,1,0,0,0,34421,60.000
Beyoğlu,41.034,28.992,8,3,4.0,5.0,1.0,4.93,10777.0,1,0,0,0,34421,60.000
Fatih,41.004,28.981,8,3,3.0,3.0,3.0,4.61,8470.0,1,0,0,0,34096,32.000
Fatih,41.005,28.971,8,2,3.0,8.0,3.0,4.43,11206.0,1,0,0,0,34096,32.000
Gebze,40.927,29.482,12,5,5.0,9.0,3.0,5.0,10857.0,1,0,0,0,,
Beyoğlu,41.028,28.977,3,2,1.0,0.0,1.0,5.0,9591.0,1,0,0,0,34421,60.000
Fatih,41.003,28.977,2,1,1.0,1.0,1.0,5.0,1459.0,1,0,0,0,34096,32.000
Istanbul,41.10906,29.05755,4,4,2.0,2.0,2.0,4.96,9591.0,1,0,0,0,34467.0,
Istanbul,41.00511,28.97904,4,2,2.0,3.0,2.0,4.94,11509.0,1,0,0,0,34122.0,
Sultanahmet,41.00421,28.97229,2,2,1.0,1.0,1.0,5.0,1275.0,0,0,1,0,34122.0,
Fatih,41.00267,28.97996,4,2,1.0,3.0,1.0,4.92,2070.0,1,0,0,0,34096,32.000
Fatih,41.00386,28.97699,2,2,1.0,1.0,1.0,4.94,1445.0,0,0,1,0,34096,32.000
Fatih,41.00481,28.98106,6,1,2.0,4.0,2.0,4.71,6591.0,0,0,1,0,34096,32.000
Fatih,41.004,28.971,2,1,,1.0,1.0,5.0,8719.0,0,0,1,0,34096,32.000
Beyoğlu,41.037,28.994,10,2,3.0,5.0,2.0,4.74,10481.0,1,0,0,0,34421,60.000
Beyoğlu,41.02986,28.98464,7,3,3.0,4.0,2.0,4.93,6972.0,1,0,0,0,34421,60.000
Beyoğlu,41.02654,28.97324,8,3,5.0,5.0,2.0,4.93,8420.0,1,0,0,0,34421,60.000
Beyoğlu,41.033,28.981,6,2,3.0,3.0,2.0,4.95,8265.0,1,0,0,0,34421,60.000
Beyoğlu,41.03397081,28.98596404,8,3,3.0,4.0,2.0,4.99,6390.0,1,0,0,0,34421,60.000
Fatih,41.00479,28.97329,2,2,1.0,1.0,1.0,4.75,1427.0,1,0,0,0,34096,32.000
ISTANBUL,41.006,28.981,2,1,1.0,1.0,1.0,4.89,2441.0,0,0,1,0,34122.0,
Beyoğlu,41.023,28.976,6,1,2.0,2.0,1.0,4.95,7385.0,1,0,0,0,34421,60.000
