city,location_lat,location_lng,numberOfGuests,minNights,bedroomLabel,bedLabel,bathroomLabel,stars,pricing,roomType_entire_home,roomType_hotel_room,roomType_private_room,roomType_shared_room,zipcode,district_index
Bakırköy,40.97427241,28.87755352,6,3,2.0,3.0,1.0,5.0,3675.0,1,0,0,0,34158,76.219
Beyoğlu,41.03397,28.98484,5,3,2.0,2.0,1.0,4.82,3665.0,1,0,0,0,34421,60.000
Fatih,41.013,28.978,2,2,1.0,1.0,1.0,4.93,3801.0,0,0,1,0,34096,32.000
Beyoğlu,41.03375299,28.9689243,14,3,4.0,7.0,4.0,5.0,6055.0,1,0,0,0,34421,60.000
Beyoğlu,41.03138,28.97761,6,2,2.0,4.0,2.0,4.96,3685.0,1,0,0,0,34421,60.000
Beyoğlu,41.03366,28.98838,5,1,,3.0,1.0,4.81,3795.0,1,0,0,0,34421,60.000
Beyoğlu,41.02460863,28.97645123,5,101,2.0,4.0,2.0,4.85,3605.0,1,0,0,0,34421,60.000
Beyoğlu,41.026,28.974,4,2,1.0,0.0,1.0,4.71,3605.0,1,0,0,0,34421,60.000
Adalar,40.869,29.123,2,1,1.0,1.0,1.0,4.67,5421.0,0,0,1,0,34975,68.133
Adalar,40.87104,29.13215,5,100,2.0,3.0,1.0,4.63,3643.0,1,0,0,0,34975,68.133
,41.0453,28.98555,5,10,2.0,2.0,1.0,4.92,5196.0,1,0,0,0,34373.0,
Fatih,41.016,28.95,3,4,1.0,0.0,1.0,5.0,3824.0,1,0,0,0,34096,32.000
Beyoğlu,41.029,28.973,3,1,1.0,3.0,1.0,4.81,3714.0,1,0,0,0,34421,60.000
Kâğıthane,41.06368,28.9681,4,3,2.0,2.0,2.0,4.89,3862.0,1,0,0,0,34400.0,
Beyoğlu,41.02959,28.97873,2,3,1.0,1.0,1.0,4.87,3619.0,1,0,0,0,34421,60.000
Beyoğlu,41.02691889,28.97702394,6,2,2.0,2.0,1.0,4.87,3596.0,1,0,0,0,34421,60.000
Beyoğlu,41.028,28.976,2,3,1.0,1.0,1.0,4.71,3771.0,1,0,0,0,34421,60.000
Beşiktaş,41.05427,29.02865,3,2,1.0,2.0,1.0,4.86,3667.0,1,0,0,0,34353,88.235
Beşiktaş,41.05487,29.02672,3,2,1.0,2.0,1.0,4.92,3622.0,1,0,0,0,34353,88.235
Beyoğlu,41.032,28.982,8,3,3.0,4.0,2.0,4.2,5231.0,1,0,0,0,34421,60.000
Şişli,41.05416088,28.98084164,3,1,1.0,1.0,2.0,4.83,3827.0,0,0,1,0,34360,54.677
Beyoğlu,41.02652,28.97326,6,2,2.0,3.0,2.0,4.84,3812.0,1,0,0,0,34421,60.000
Beyoğlu,41.03079,28.97911,6,2,2.0,4.0,2.0,4.88,3591.0,1,0,0,0,34421,60.000
Avcılar,41.05757,28.71832,6,1,3.0,0.0,2.0,5.0,5200.0,1,0,0,0,34315,31.818
İstanbul,40.87403,29.12873,5,1,2.0,3.0,1.0,4.78,5286.0,1,0,0,0,34970.0,
Şişli,41.04822859,28.98780101,4,1,2.0,3.0,1.0,4.67,3672.0,1,0,0,0,34360,54.677
Beyoğlu,41.029,28.973,3,1,1.0,2.0,1.0,5.0,3643.0,1,0,0,0,34421,60.000
Beyoğlu,41.02761527,28.98117705,6,3,2.0,5.0,1.0,4.71,3899.0,1,0,0,0,34421,60.000
Şişli,41.059,28.987,8,7,2.0,4.0,1.0,5.0,3700.0,1,0,0,0,34360,54.677
Beyoğlu,41.02805,28.98204,6,2,2.0,2.0,1.0,4.49,3693.0,1,0,0,0,34421,60.000
Beşiktaş,41.06623,29.00306,3,1,1.0,5.0,1.0,4.73,5135.0,1,0,0,0,34353,88.235
Beyoğlu,41.03394,28.97558,2,1,1.0,0.0,1.0,4.5,5231.0,1,0,0,0,34421,60.000
Şişli,41.05281,28.99323,5,7,2.0,4.0,1.0,5.0,3725.0,1,0,0,0,34360,54.677
Şişli,41.068,28.992,5,3,2.0,3.0,1.0,4.91,3921.0,1,0,0,0,34360,54.677
Beyoğlu,41.02652,28.97418,4,2,1.0,2.0,1.0,4.75,3770.0,1,0,0,0,34421,60.000
Fatih,41.01836,28.95496,7,3,2.0,4.0,2.0,4.96,3853.0,1,0,0,0,34096,32.000
Şişli,41.06785342,28.9825743,5,2,2.0,5.0,2.0,4.0,5298.0,1,0,0,0,34360,54.677
Beşiktaş,41.045,29.007,10,3,4.0,5.0,1.0,4.8,3867.0,1,0,0,0,34353,88.235
Fatih,41.00638,28.9811,4,3,2.0,0.0,1.0,5.0,3846.0,1,0,0,0,34096,32.000
Beyoğlu,41.036,28.976,4,3,2.0,2.0,2.0,4.87,3848.0,1,0,0,0,34421,60.000
Beyoğlu,41.03217,28.97986,2,1,1.0,1.0,1.0,4.41,3710.0,1,0,0,0,34421,60.000
Beyoğlu,41.02801,28.97277,5,99,2.0,5.0,1.0,4.78,3602.0,1,0,0,0,34421,60.000
Şişli,41.055,28.987,8,1,4.0,0.0,2.0,4.0,5160.0,1,0,0,0,34360,54.677
Şişli,41.05613,28.98601,6,30,3.0,4.0,2.0,5.0,3587.0,1,0,0,0,34360,54.677
Beşiktaş,41.049,29.024,3,1,1.0,0.0,1.0,4.92,3549.0,1,0,0,0,34353,88.235
Sarıyer,41.11734,29.05478,5,3,2.0,2.0,1.0,4.0,3610.0,1,0,0,0,34396,103.881
Beyoğlu,41.03016,28.97236,3,1,1.0,1.0,1.0,4.65,3643.0,1,0,0,0,34421,60.000
Şişli,41.04369,28.98331,7,2,3.0,5.0,2.0,4.5,5243.0,1,0,0,0,34360,54.677
Beşiktaş,41.046,29.002,6,2,2.0,4.0,2.0,4.77,3797.0,1,0,0,0,34353,88.235
Beyoğlu,41.02993,28.97233,3,1,1.0,3.0,1.0,4.84,3643.0,1,0,0,0,34421,60.000
Kartal,40.88358,29.20686,4,1,1.0,1.0,1.0,4.25,5286.0,1,0,0,0,34862,43.030
Beşiktaş,41.07647,29.0391,2,3,1.0,2.0,1.0,4.57,3720.0,1,0,0,0,34353,88.235
Beyoğlu,41.0228,28.96977,9,2,4.0,5.0,2.0,4.43,5157.0,1,0,0,0,34421,60.000
Beşiktaş,41.05399,29.02119,2,1,1.0,1.0,1.0,4.47,3523.0,1,0,0,0,34353,88.235
Beşiktaş,41.066,29.004,5,1,2.0,3.0,1.0,4.67,5057.0,1,0,0,0,34353,88.235
Fatih,41.00557,28.9632,7,2,3.0,5.0,2.0,4.71,5181.0,1,0,0,0,34096,32.000
Beyoğlu,41.02712,28.98058,4,1,2.0,0.0,1.0,4.79,3533.0,1,0,0,0,34421,60.000
Fatih,41.00253,28.97052,4,2,3.0,6.0,3.0,4.75,5231.0,0,0,1,0,34096,32.000
Beyoğlu,41.03196182,28.97045898,7,3,3.0,5.0,1.0,5.0,3595.0,1,0,0,0,34421,60.000
Beyoğlu,41.03456991,28.9802282,10,2,4.0,6.0,2.0,4.8,5115.0,1,0,0,0,34421,60.000
Şişli,41.04175,28.98345,7,2,2.0,5.0,2.0,4.71,5211.0,1,0,0,0,34360,54.677
İstanbul,41.00685,28.974,10,2,3.0,7.0,2.0,4.76,5388.0,1,0,0,0,34122.0,
Şişli,41.043,28.983,8,1,3.0,7.0,2.0,4.19,5792.0,1,0,0,0,34360,54.677
Beyoğlu,41.03729061,28.97981772,4,2,2.0,0.0,1.0,4.83,3532.0,1,0,0,0,34421,60.000
Beşiktaş,41.04502,29.0031,4,1,2.0,2.0,1.0,4.87,3546.0,1,0,0,0,34353,88.235
Fatih,41.032,28.946,3,1,1.0,2.0,1.0,4.89,3532.0,1,0,0,0,34096,32.000
Beyoğlu,41.03238337,28.98611924,5,3,2.0,2.0,2.0,4.75,3647.0,1,0,0,0,34421,60.000
Beyoğlu,41.03182357,28.98400643,3,3,1.0,1.0,1.0,5.0,3853.0,1,0,0,0,34421,60.000
Beyoğlu,41.0332016,28.98299686,8,3,3.0,4.0,2.0,4.0,5231.0,1,0,0,0,34421,60.000
Beşiktaş,41.048,29.006,2,3,1.0,1.0,1.0,4.62,3836.0,1,0,0,0,34353,88.235
Fatih,41.00291,28.97264,5,1,2.0,2.0,1.0,4.71,5557.0,0,0,1,0,34096,32.000
Fatih,41.00521,28.97296,11,2,4.0,11.0,3.0,4.6,5655.0,1,0,0,0,34096,32.000
Şişli,41.06665063,28.99603352,8,1,4.0,4.0,1.0,5.0,5657.0,1,0,0,0,34360,54.677
Fatih,41.007,28.974,2,1,,2.0,1.0,4.95,3662.0,0,0,1,0,34096,32.000
Beyoğlu,41.024,28.971,9,2,4.0,5.0,2.0,4.63,5754.0,1,0,0,0,34421,60.000
Şile,41.16624,29.63722,7,2,3.0,0.0,1.0,5.0,5786.0,1,0,0,0,34990,54.677
Beşiktaş,41.06373,29.02875,4,3,2.0,3.0,2.0,4.83,3651.0,1,0,0,0,34353,88.235
Beyoğlu,41.0276,28.97329,4,2,1.0,1.0,1.0,4.51,3624.0,1,0,0,0,34421,60.000
Beyoğlu,41.02652,28.98057,4,3,2.0,2.0,1.0,4.76,3628.0,1,0,0,0,34421,60.000
Beşiktaş,41.05288,29.028,3,2,1.0,2.0,1.0,5.0,3622.0,1,0,0,0,34353,88.235
Beyoğlu,41.03592654,28.97865125,4,2,2.0,0.0,1.0,4.81,3601.0,1,0,0,0,34421,60.000
Büyükada,40.86665,29.12657,4,1,2.0,2.0,1.0,4.33,5500.0,1,0,0,0,34970.0,
Beyoğlu,41.03234,28.98041,4,3,1.0,2.0,1.0,4.79,3647.0,1,0,0,0,34421,60.000
Kâğıthane,41.083,28.989,4,5,1.0,1.0,1.0,4.25,6036.0,1,0,0,0,34410.0,
Beyoğlu,41.024,28.971,9,2,4.0,5.0,2.0,5.0,6029.0,1,0,0,0,34421,60.000
Maltepe,40.93809,29.1173,6,1,3.0,5.0,2.0,4.44,6195.0,1,0,0,0,34854,48.076
Sarıyer,41.11631,29.01115,11,3,3.0,4.0,2.0,4.4,5580.0,1,0,0,0,34396,103.881
Şişli,41.062,28.995,10,4,3.0,4.0,1.0,5.0,5900.0,1,0,0,0,34360,54.677
Fatih,41.01051,28.94719,8,8,3.0,6.0,2.0,4.8,5573.0,1,0,0,0,34096,32.000
Beşiktaş,41.057,29.006,3,3,1.0,2.0,1.0,4.82,3762.0,1,0,0,0,34353,88.235
Beyoğlu,41.03558,28.97876,4,2,2.0,0.0,1.0,4.87,3601.0,1,0,0,0,34421,60.000
Beyoğlu,41.03176,28.97166,5,3,3.0,0.0,1.0,4.86,3637.0,1,0,0,0,34421,60.000
Fatih,41.00488,28.97185,7,2,2.0,4.0,1.0,4.66,5067.0,1,0,0,0,34096,32.000
Adalar,40.86821,29.1263,4,1,2.0,2.0,1.0,4.86,5500.0,1,0,0,0,34975,68.133
Beyoğlu,41.028,28.978,5,1,2.0,2.0,1.0,4.81,5780.0,1,0,0,0,34421,60.000
Beyoğlu,41.03506723,28.97412023,7,3,3.0,0.0,1.0,5.0,3715.0,1,0,0,0,34421,60.000
Maltepe,40.95392,29.09633,8,4,3.0,5.0,1.0,4.71,3627.0,1,0,0,0,34854,48.076
Beyoğlu,41.03541,28.98067,2,2,1.0,1.0,1.0,4.74,3601.0,1,0,0,0,34421,60.000
Beyoğlu,41.031,28.988,3,2,1.0,2.0,1.0,4.9,3548.0,1,0,0,0,34421,60.000
Istanbul,40.97452932,29.04219215,4,3,1.0,2.0,1.0,4.74,3853.0,1,0,0,0,34726.0,
Sarıyer,41.119,29.009,5,3,1.0,2.0,1.0,4.95,3521.0,1,0,0,0,34396,103.881
Beyoğlu,41.03384,28.97419,5,5,2.0,0.0,1.0,4.85,3761.0,1,0,0,0,34421,60.000
Şişli,41.055,28.99,3,2,2.0,2.0,1.0,5.0,3532.0,1,0,0,0,34360,54.677
Şile,41.13283,29.84812,2,1,7.0,7.0,10.0,4.88,6300.0,0,0,1,0,34990,54.677
Şişli,41.04861,28.998,5,101,2.0,3.0,1.0,4.64,3853.0,1,0,0,0,34360,54.677
Beşiktaş,41.08376419,29.02021083,4,2,2.0,2.0,1.0,5.0,3900.0,1,0,0,0,34353,88.235
Beyoğlu,41.029,28.973,6,4,2.0,3.0,2.0,4.9,3693.0,1,0,0,0,34421,60.000
Beyoğlu,41.02657,28.97623,5,2,3.0,3.0,1.0,4.89,3569.0,1,0,0,0,34421,60.000
Beyoğlu,41.029,28.983,5,4,2.0,2.0,1.0,4.81,3518.0,1,0,0,0,34421,60.000
Beyoğlu,41.02554,28.97696,6,2,1.0,4.0,1.0,5.0,3587.0,1,0,0,0,34421,60.000
Beyoğlu,41.02829,28.97446,6,1,3.0,4.0,1.0,4.82,3704.0,1,0,0,0,34421,60.000
Şişli,41.04184,28.98138,6,1,2.0,4.0,1.0,4.58,5250.0,1,0,0,0,34360,54.677
Beyoğlu,41.04,28.976,4,2,1.0,2.0,1.0,4.94,3624.0,1,0,0,0,34421,60.000
Beyoğlu,41.033,28.986,8,3,3.0,0.0,1.0,4.55,5381.0,1,0,0,0,34421,60.000
Fatih,41.00483,28.98105,4,1,1.0,0.0,1.0,4.84,5196.0,0,0,1,0,34096,32.000
Fatih,41.006,28.972,6,1,2.0,4.0,1.0,4.8,5286.0,1,0,0,0,34096,32.000
Beyoğlu,41.02806,28.97277,8,2,3.0,3.0,1.0,4.48,5668.0,1,0,0,0,34421,60.000
,41.05936,28.66673,6,3,3.0,9.0,2.0,3.83,5231.0,1,0,0,0,34538.0,
Beyoğlu,41.03576403,28.97868869,4,2,2.0,0.0,1.0,4.92,3913.0,1,0,0,0,34421,60.000
Şişli,41.04168,28.98192,6,2,3.0,5.0,1.0,4.43,5371.0,1,0,0,0,34360,54.677
Beşiktaş,41.07266,29.02738,7,1,2.0,2.0,1.0,4.85,3596.0,1,0,0,0,34353,88.235
Beşiktaş,41.0601,29.00711,4,365,1.0,1.0,1.0,3.67,6207.0,0,0,1,0,34353,88.235
Beyoğlu,41.039,28.981,8,4,3.0,6.0,1.0,4.65,5231.0,1,0,0,0,34421,60.000
Eyüpsultan,41.068,28.943,6,1,3.0,3.0,1.0,5.0,5828.0,0,0,1,0,34060, 45.000
Beyoğlu,41.03171,28.98293,2,5,1.0,0.0,1.0,4.9,3738.0,1,0,0,0,34421,60.000
Şile,41.15154,29.74912,14,1,6.0,8.0,3.0,4.92,5786.0,1,0,0,0,34990,54.677
Şişli,41.06362,29.00211,6,1,3.0,3.0,1.0,4.86,5860.0,1,0,0,0,34360,54.677
Beyoğlu,41.028,28.977,6,2,3.0,4.0,1.0,5.0,5429.0,1,0,0,0,34421,60.000
Şişli,41.04215567,28.98341413,5,1,2.0,3.0,1.0,5.0,5179.0,1,0,0,0,34360,54.677
Şişli,41.04999,28.9886,5,2,2.0,4.0,1.0,4.94,5734.0,1,0,0,0,34360,54.677
Şişli,41.068,28.999,8,100,3.0,4.0,1.0,5.0,6166.0,1,0,0,0,34360,54.677
Şile,41.13771,29.85499,2,1,4.0,0.0,4.0,4.95,6300.0,0,0,1,0,34990,54.677
Fatih,41.032,28.948,3,3,1.0,0.0,1.0,4.91,3627.0,1,0,0,0,34096,32.000
Beyoğlu,41.02495,28.97567,8,3,3.0,4.0,1.0,4.73,5079.0,1,0,0,0,34421,60.000
İstanbul,41.0035,28.9759,7,2,2.0,6.0,1.0,4.57,5351.0,1,0,0,0,34122.0,
Şişli,41.057,28.987,8,2,3.0,8.0,2.0,4.67,5543.0,1,0,0,0,34360,54.677
Fatih,41.00335,28.97107,7,1,3.0,6.0,1.0,4.65,5730.0,1,0,0,0,34096,32.000
Beyoğlu,41.034,28.984,8,2,4.0,4.0,2.0,4.46,5880.0,1,0,0,0,34421,60.000
Eyüpsultan,41.06594,28.93907,2,10,1.0,2.0,1.0,4.75,5137.0,1,0,0,0,34060, 45.000
Üsküdar,41.03,29.019,6,90,3.0,5.0,1.0,4.93,5298.0,1,0,0,0,34660,61.428 
Şile,41.2,29.422,12,7,4.0,6.0,3.0,4.75,6347.0,1,0,0,0,34990,54.677
Beyoğlu,41.02931,28.97832,4,15,2.0,2.0,1.0,4.67,5940.0,1,0,0,0,34421,60.000
Beyoğlu,41.0335818,28.98151805,3,2,1.0,2.0,1.0,4.89,3914.0,1,0,0,0,34421,60.000
Fatih,41.00525,28.9646,4,1,1.0,3.0,1.0,4.74,3735.0,1,0,0,0,34096,32.000
,41.03917,28.98006,8,3,4.0,5.0,2.0,4.66,5819.0,1,0,0,0,34435.0,
Beyoğlu,41.03259,28.98502,7,3,3.0,0.0,1.0,4.75,5580.0,1,0,0,0,34421,60.000
Beyoğlu,41.033,28.987,10,3,3.0,4.0,2.0,4.64,5381.0,1,0,0,0,34421,60.000
Şişli,41.058,28.969,5,3,2.0,3.0,1.0,4.9,3836.0,1,0,0,0,34360,54.677
Beşiktaş,41.07826,29.04218,8,101,4.0,5.0,1.0,4.79,5555.0,1,0,0,0,34353,88.235
Beyoğlu,41.03178,28.97879,10,2,3.0,3.0,1.0,4.68,5761.0,1,0,0,0,34421,60.000
Adalar,40.87226,29.12933,10,1,4.0,5.0,2.0,4.6,7156.0,1,0,0,0,34975,68.133
Beyoğlu,41.0324465,28.98638944,5,3,2.0,2.0,1.0,4.88,3752.0,1,0,0,0,34421,60.000
Beyoğlu,41.02804,28.98142,5,85,2.0,2.0,1.0,5.0,5555.0,1,0,0,0,34421,60.000
Büyükçekmece,41.01924,28.62916,2,3,1.0,1.0,1.0,5.0,6000.0,1,0,0,0,34500,36.250
Beyoğlu,41.02372549,28.97486602,3,1,1.0,0.0,1.0,5.0,3668.0,1,0,0,0,34421,60.000
Bahçelievler,41.00228,28.81408,6,3,2.0,5.0,2.0,4.9,5137.0,1,0,0,0,34180,31.666
Beyoğlu,41.02598,28.97834,4,3,2.0,3.0,2.0,4.94,3922.0,1,0,0,0,34421,60.000
Beyoğlu,41.02803,28.97333,3,3,2.0,2.0,1.0,4.93,3836.0,1,0,0,0,34421,60.000
Kadıköy,40.98882379,29.02896634,5,3,3.0,0.0,1.0,4.94,3720.0,1,0,0,0,34744,88.888
Beyoğlu,41.02547,28.97494,5,3,2.0,2.0,1.0,4.77,3867.0,1,0,0,0,34421,60.000
Beyoğlu,41.03,28.976,2,2,1.0,1.0,1.0,4.73,3891.0,1,0,0,0,34421,60.000
Kadıköy,40.96231,29.07403,5,1,3.0,3.0,2.0,4.75,3672.0,1,0,0,0,34744,88.888
Beyoğlu,41.03,28.988,4,2,2.0,2.0,1.0,4.79,3552.0,1,0,0,0,34421,60.000
Şile,41.14432,29.59118,9,2,4.0,4.0,4.0,4.33,9321.0,1,0,0,0,34990,54.677
Beyoğlu,41.026,28.976,8,2,2.0,4.0,1.0,4.75,3624.0,1,0,0,0,34421,60.000
Beyoğlu,41.03327,28.98296,8,2,4.0,4.0,2.0,4.8,5275.0,1,0,0,0,34421,60.000
Silivri,41.0691,28.3731,8,3,4.0,3.0,4.0,4.75,8500.0,1,0,0,0,34582,29.062
Şile,41.16191,29.61076,6,2,3.0,4.0,1.0,4.63,8000.0,1,0,0,0,34990,54.677
Bağcılar,41.04,28.811,5,3,1.0,0.0,1.0,4.8,6143.0,1,0,0,0,34200,35.313
Beyoğlu,41.034,28.986,3,5,1.0,2.0,1.0,4.8,3536.0,1,0,0,0,34421,60.000
Şişli,41.06065,28.9855,8,1,3.0,2.0,1.0,5.0,5194.0,1,0,0,0,34360,54.677
Beyoğlu,41.034,28.992,5,3,2.0,3.0,1.0,4.5,5747.0,1,0,0,0,34421,60.000
Beyoğlu,41.03699546,28.98120789,8,2,4.0,6.0,2.0,5.0,5458.0,1,0,0,0,34421,60.000
,40.99138488,29.08067173,5,2,2.0,2.0,1.0,5.0,5436.0,1,0,0,0,34704.0,
Pendik,40.85661,29.27791,5,5,3.0,3.0,1.0,5.0,5231.0,1,0,0,0,34893,35.386
Beyoğlu,41.027,28.973,6,2,2.0,3.0,1.0,4.94,3826.0,1,0,0,0,34421,60.000
Beyoğlu,41.03,28.985,3,4,2.0,2.0,1.0,4.14,5181.0,1,0,0,0,34421,60.000
Beşiktaş,41.05258,29.02688,3,2,1.0,2.0,1.0,5.0,3667.0,1,0,0,0,34353,88.235
Beyoğlu,41.02778,28.97386,4,3,2.0,2.0,1.0,4.91,3839.0,1,0,0,0,34421,60.000
Beyoğlu,41.02535,28.97244,5,3,3.0,3.0,2.0,5.0,5137.0,1,0,0,0,34421,60.000
Beyoğlu,41.02641894,28.97548763,10,2,4.0,6.0,1.0,4.88,5480.0,1,0,0,0,34421,60.000
Beyoğlu,41.03,28.984,8,3,4.0,4.0,2.0,4.52,5480.0,1,0,0,0,34421,60.000
Fatih,41.013,28.978,2,2,1.0,1.0,1.0,4.86,3886.0,0,0,1,0,34096,32.000
Beyoğlu,41.026,28.975,4,1,2.0,2.0,1.0,4.76,3628.0,1,0,0,0,34421,60.000
Beyoğlu,41.03074021,28.98213154,6,3,2.0,0.0,3.0,5.0,5859.0,1,0,0,0,34421,60.000
Büyükçekmece,41.019,28.628,4,1,1.0,1.0,1.0,4.67,6000.0,1,0,0,0,34500,36.250
Üsküdar,41.02409,29.00874,12,2,3.0,5.0,2.0,4.69,5503.0,1,0,0,0,34660,61.428 
Şile,41.17445,29.61243,4,101,2.0,2.0,1.0,4.83,6000.0,1,0,0,0,34990,54.677
Beşiktaş,41.07864,29.04452,4,3,3.0,4.0,1.0,4.75,5757.0,1,0,0,0,34353,88.235
Şişli,41.05234,28.99166,7,2,3.0,4.0,2.0,4.59,5458.0,1,0,0,0,34360,54.677
,40.9607,29.08936,3,30,1.0,0.0,1.0,4.67,3641.0,1,0,0,0,34740.0,
Beyoğlu,41.03582,28.97874,4,2,2.0,2.0,1.0,4.78,3601.0,1,0,0,0,34421,60.000
Beyoğlu,41.02442,28.97479,8,3,3.0,0.0,1.0,4.56,5347.0,1,0,0,0,34421,60.000
Kadıköy,40.95523,29.09577,3,1,2.0,2.0,1.0,4.6,5207.0,1,0,0,0,34744,88.888
Beyoğlu,41.03690992,28.99074341,5,3,3.0,3.0,2.0,4.97,3614.0,1,0,0,0,34421,60.000
Sarıyer,41.12028776,29.00806203,8,3,3.0,5.0,1.0,4.33,5390.0,1,0,0,0,34396,103.881
Adalar,40.87,29.131,2,1,1.0,1.0,1.0,5.0,3706.0,0,0,1,0,34975,68.133
Beşiktaş,41.04503,29.01363,3,3,1.0,2.0,1.0,5.0,3727.0,1,0,0,0,34353,88.235
Beyoğlu,41.031,28.98,9,3,3.0,3.0,2.0,4.71,5655.0,1,0,0,0,34421,60.000
Beyoğlu,41.02584,28.97395,12,2,5.0,0.0,2.0,4.84,5619.0,1,0,0,0,34421,60.000
Beyoğlu,41.025,28.975,8,2,3.0,4.0,2.0,4.75,5115.0,1,0,0,0,34421,60.000
Kadıköy,40.98940437,29.03160247,4,1,2.0,2.0,1.0,4.67,5100.0,1,0,0,0,34744,88.888
Beyoğlu,41.03998726,28.98521501,6,1,2.0,3.0,1.0,5.0,5369.0,1,0,0,0,34421,60.000
Beşiktaş,41.044,29.001,8,3,2.0,7.0,2.0,5.0,5414.0,1,0,0,0,34353,88.235
Beyoğlu,41.02630679,28.97463848,4,1,1.0,1.0,1.0,4.3,3522.0,1,0,0,0,34421,60.000
Beyoğlu,41.028,28.98,2,2,1.0,1.0,1.0,4.4,3587.0,1,0,0,0,34421,60.000
Üsküdar,41.05090323,29.05476104,7,1,2.0,3.0,3.0,4.78,5143.0,1,0,0,0,34660,61.428 
Adalar,40.87576727,29.09684879,3,1,1.0,2.0,1.0,5.0,3607.0,1,0,0,0,34975,68.133
Adalar,40.87519822,29.13019574,6,1,2.0,5.0,1.0,5.0,6151.0,1,0,0,0,34975,68.133
Şişli,41.04728954,28.99773417,8,2,4.0,3.0,3.0,4.67,6243.0,1,0,0,0,34360,54.677
Şişli,41.05917113,28.98749764,8,3,4.0,4.0,2.0,5.0,5571.0,1,0,0,0,34360,54.677
Beşiktaş,41.057,29.005,3,3,2.0,2.0,1.0,4.82,5555.0,1,0,0,0,34353,88.235
Beyoğlu,41.032,28.975,6,2,2.0,5.0,2.0,4.69,5246.0,1,0,0,0,34421,60.000
Beyoğlu,41.03424978,28.98320739,7,4,4.0,4.0,2.0,4.64,5121.0,1,0,0,0,34421,60.000
Beyoğlu,41.034,28.979,6,2,2.0,4.0,1.0,4.86,5298.0,1,0,0,0,34421,60.000
Fatih,41.00990827,28.97464646,3,1,1.0,3.0,1.0,4.94,3692.0,1,0,0,0,34096,32.000
Şişli,41.11436,29.0106,2,1,1.0,0.0,1.0,5.0,5979.0,1,0,0,0,34360,54.677
Beyoğlu,41.031,28.975,5,3,2.0,3.0,1.0,5.0,3702.0,1,0,0,0,34421,60.000
Şişli,41.05304,28.99343,6,2,2.0,2.0,2.0,4.81,5366.0,1,0,0,0,34360,54.677
Beşiktaş,41.07012775,29.04225522,6,3,3.0,3.0,1.0,5.0,5214.0,1,0,0,0,34353,88.235
Beyoğlu,41.02926,28.97382,4,3,2.0,2.0,1.0,4.95,3891.0,1,0,0,0,34421,60.000
Beyoğlu,41.033,28.976,5,1,2.0,4.0,1.0,4.94,5157.0,1,0,0,0,34421,60.000
Beyoğlu,41.03219,28.98277,6,1,2.0,3.0,2.0,4.88,5899.0,1,0,0,0,34421,60.000
,40.98243,29.03704,2,100,,1.0,1.0,4.85,5780.0,1,0,0,0,34726.0,
Beyoğlu,41.031,28.988,8,2,3.0,4.0,1.0,4.89,5705.0,1,0,0,0,34421,60.000
Kadıköy,40.97221,29.0464,4,1,2.0,4.0,1.0,4.92,3900.0,1,0,0,0,34744,88.888
Ümraniye,41.031,29.111,5,90,3.0,4.0,2.0,4.8,6500.0,1,0,0,0,34773,40.888
Beyoğlu,41.0268624,28.97229744,5,3,2.0,3.0,2.0,4.67,5504.0,1,0,0,0,34421,60.000
Beyoğlu,41.031,28.971,9,3,3.0,4.0,1.0,5.0,5100.0,1,0,0,0,34421,60.000
Beşiktaş,41.045,29.001,6,2,2.0,2.0,1.0,4.66,6238.0,1,0,0,0,34353,88.235
Beyoğlu,41.03525,28.97894,4,2,2.0,2.0,1.0,4.85,3931.0,1,0,0,0,34421,60.000
Beyoğlu,41.03234,28.98715,7,3,2.0,3.0,1.0,4.48,5231.0,1,0,0,0,34421,60.000
Beyoğlu,41.03348301,28.98186909,8,3,3.0,4.0,2.0,4.88,5779.0,1,0,0,0,34421,60.000
Beyoğlu,41.032,28.981,3,2,2.0,0.0,1.0,4.95,3670.0,1,0,0,0,34421,60.000
Beyoğlu,41.02703,28.97299,4,1,2.0,2.0,1.0,4.69,5116.0,1,0,0,0,34421,60.000
Beyoğlu,41.03465,28.989,4,2,1.0,2.0,1.0,4.83,3531.0,1,0,0,0,34421,60.000
İstanbul binbirdirek mh. dizdariye cesme sokak. No.45,41.00717,28.97211,6,3,2.0,4.0,1.0,4.75,6103.0,1,0,0,0,34122.0,
Kadıköy,40.95763988,29.08888951,4,200,3.0,4.0,2.0,4.8,5231.0,1,0,0,0,34744,88.888
Beyoğlu,41.02741,28.97668,6,2,2.0,4.0,1.0,4.8,5871.0,1,0,0,0,34421,60.000
Taksim,41.042,28.986,4,101,2.0,0.0,1.0,4.86,3766.0,1,0,0,0,34373.0,
Beyoğlu,41.02803655,28.974743,6,2,2.0,3.0,1.0,4.95,3715.0,1,0,0,0,34421,60.000
Fatih,41.009,28.948,8,7,3.0,7.0,2.0,5.0,5160.0,1,0,0,0,34096,32.000
Beyoğlu,41.03121,28.9731,8,2,3.0,3.0,2.0,4.5,5222.0,1,0,0,0,34421,60.000
Kadıköy,40.96453,29.08367,4,100,2.0,2.0,2.0,5.0,5231.0,1,0,0,0,34744,88.888
Beşiktaş,41.0694,29.04297,6,3,3.0,4.0,2.0,4.8,3619.0,1,0,0,0,34353,88.235
